,Gwynedd,Pembrokeshire,Monmouthshire,Swansea,Carmarthenshire,Cardiff,Blaenau Gwent,tag_name,year
6608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,alfresco,2014
6609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,alfresco_software,2014
6610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,algorithmic_trading,2014
6611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,algorithms,2014
6612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,algorithms_and_computational_theory,2014
6613,0.0,0.0,0.0,0.0,0.0,2.0851296071054715,0.0,all_forms_of_javascript,2014
6614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,all_things_telecom,2014
6615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,alt.net,2014
6616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,altcoin,2014
6617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,altcoin_mining,2014
6618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,altcoins,2014
6619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,alternative_currency,2014
6620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,alternative_energy,2014
6621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,alternative_medicine,2014
6622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,amateur_radio,2014
6623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,amateur_satellite_communications,2014
6624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,amazon,2014
6625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,amazon.com,2014
6626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,amazon_alexa,2014
6627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,amazon_fba,2014
6628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,amazon_mastermind_selling,2014
6629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,amazon_seller,2014
6630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,amazon_web_services,2014
6631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,analysis,2014
6632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,analytics,2014
6633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anarcho_capitalism,2014
6634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anarchy,2014
6635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anatomy,2014
6636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android,2014
6637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android_app_architecture,2014
6638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android_app_design,2014
6639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android_app_marketing,2014
6640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android_development,2014
6641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android_development_training,2014
6642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android_enthusiasts,2014
6643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android_game_development,2014
6644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android_robots,2014
6645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,android_sdk,2014
6646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angel_investors,2014
6647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angular,2014
6648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angular2,2014
6649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angular_2,2014
6650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angularjs,2014
6651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,animation,2014
6652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anonymous,2014
6653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ansible,2014
6654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anti-racism,2014
6655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apache,2014
6656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apache_apex,2014
6657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apache_cloudstack,2014
6658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apache_cordova,2014
6659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apache_flink,2014
6660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apache_hadoop,2014
6661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apache_hbase,2014
6662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apache_hive,2014
6663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apache_kafka,2014
6664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apache_lucene,2014
6665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apache_lucene_and_solr_open_source_search,2014
6666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apache_mesos,2014
6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apache_pig,2014
6668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apache_sling,2014
6669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apache_spark,2014
6670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apache_storm,2014
6671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apex,2014
6672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apex_development,2014
6673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,api_documentation,2014
6674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apis,2014
6675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,app_coding,2014
6676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,app_designers,2014
6677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,app_developer_and_designer_resources,2014
6678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,app_developers,2014
6679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,app_development,2014
6680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,app_engine,2014
6681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,appcelerator,2014
6682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,appcelerator_titanium,2014
6683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,appdynamics,2014
6684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apple,2014
6685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apple/macintosh_technology,2014
6686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apple_mobile_device_application_development,2014
6687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apple_software,2014
6688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,application_development,2014
6689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,application_lifecycle_management,2014
6690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,application_performance_management,2014
6691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,application_performance_monitoring,2014
6692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,application_programming_interface,2014
6693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,application_security,2014
6694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,applied_cognitive_science,2014
6695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,applied_math,2014
6696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,applied_statistics,2014
6697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apps,2014
6698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apps_for_smart_cities,2014
6699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,appstore,2014
6700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aquaponic_and_hydroponics,2014
6701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aquaponics,2014
6702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,arcade_gaming,2014
6703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,archaeology,2014
6704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,architecture,2014
6705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,archiving,2014
6706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,arcmap,2014
6707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,arduino,2014
6708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,arduino_and_robotics,2014
6709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art,2014
6710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,artificial_general_intelligence,2014
6711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,artificial_intelligence,2014
6712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,artificial_intelligence_applications,2014
6713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,artificial_intelligence_machine_learning_robotics,2014
6714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,artificial_intelligence_programming,2014
6715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,artificial_life,2014
6716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,artists,2014
6717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,arts_&_entertainment,2014
6718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,asp.net,2014
6719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,asp.net_mvc,2014
6720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,asp.net_web_api,2014
6721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,assist_in_creating_youtube_videos,2014
6722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,assist_new_business_start_ups,2014
6723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,asterisk_pbx,2014
6724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,astronomy,2014
6725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,asynchronous_programming,2014
6726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,atlassian,2014
6727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,atlassian_toolset,2014
6728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attivio,2014
6729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,audio,2014
6730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,audio_engineering,2014
6731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,audio_production,2014
6732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,audio_signal_processing,2014
6733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,augmented/mixed_reality,2014
6734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,augmented_reality,2014
6735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aurelia,2014
6736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,authenticity,2014
6737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,authors,2014
6738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,autism_spectrum_disorder,2014
6739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto-classification,2014
6740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,autocad,2014
6741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,autodesk_3ds_max,2014
6742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,automate_supply_chain_operations,2014
6743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,automated_acceptance_testing,2014
6744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,automated_testing,2014
6745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,automated_trading,2014
6746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,automated_trading_strategies,2014
6747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,automating_web_application_testing,2014
6748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,automation,2014
6749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,automotive,2014
6750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,autonomous_cars,2014
6751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,autonomous_vehicles,2014
6752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,autonomy_software,2014
6753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,autosports,2014
6754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aviation,2014
6755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aviation_enthusiasts,2014
6756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,avinash_kaushik,2014
6757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,awareness,2014
6758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aws,2014
6759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aws_design_implementation_and_servicing,2014
6760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aws_programming_and_tools,2014
6761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aws_rds,2014
6762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aws_s3,2014
6763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,azure,2014
6764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b.y.o.d_(bring_your_own_device),2014
6765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b2b/b2c_content_strategy_for_online_marketing,2014
6766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b2b_content_marketing,2014
6767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b2b_networking,2014
6768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baby_boomers,2014
6769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,backbone,2014
6770,0.0,0.0,0.0,8.182479165804077,0.0,0.0,0.0,backbone.js,2014
6771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,backend,2014
6772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,backend_as_a_service,2014
6773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,backup_and_recovery,2014
6774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bamboo,2014
6775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,banking,2014
6776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,banking_reform,2014
6777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,basics_of_iphone_app_development,2014
6778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bath,2014
6779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bayesian_networks,2014
6780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bayesian_probability,2014
6781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bayesian_statistics,2014
6782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bdd,2014
6783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,beach_life,2014
6784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,beacons,2014
6785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,beauty,2014
6786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,beauty_bloggers,2014
6787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,beauty_industry,2014
6788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,becoming_your_authentic_self,2014
6789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,beer,2014
6790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,beer_beer_beer_and_more_beer,2014
6791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,beginner_html_css,2014
6792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,beginner_ios_developers,2014
6793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,beginner_php_programming,2014
6794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,beginner_web_developer,2014
6795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,beginner_web_programming,2014
6796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,behat,2014
6797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,behavior_driven_development,2014
6798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,behavioral_psychology,2014
6799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,behaviour_change,2014
6800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,behaviour_driven_development,2014
6801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,behaviour_driven_testing,2014
6802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,behavioural_economics,2014
6803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,being_a_leader,2014
6804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,belfast,2014
6805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,belief_networks,2014
6806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,best_practices_for_high_performance_ecommerce,2014
6807,0.0,0.0,0.0,0.0,0.0,112.01741317114191,0.0,best_practices_in_it/web_solutions_design_and_dev,2014
6808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bi_mobile,2014
6809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bible_study,2014
6810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,big_data-hadoop,2014
6811,0.0,0.0,0.0,1.5893530865994068,0.0,4.357762663616439,0.0,big_data_analytics,2014
6812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,big_data_developers,2014
6813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,big_data_for_social_media,2014
6814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,big_data_ingestion,2014
6815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bigdata,2014
6816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bigdatadevelopers,2014
6817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bike_repair,2014
6818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,biohack,2014
6819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,biohacking,2014
6820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bioinformatics,2014
6821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,biological_engineering,2014
6822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,biotech_&_medical,2014
6823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,biotechnology,2014
6824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,biotechnology_industry_organization,2014
6825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bitbucket,2014
6826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bitcoin,2014
6827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bitcoin_business_model,2014
6828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bitcoin_miners,2014
6829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bitcoin_security,2014
6830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bitcoin_traders,2014
6831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bitemporal,2014
6832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,black_hat_hacking,2014
6833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,black_professionals,2014
6834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,black_women,2014
6835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blackberry,2014
6836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blackberry_10_development,2014
6837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blackberry_application_development,2014
6838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blackberry_apps,2014
6839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blackberry_developers_&_applications,2014
6840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blackberry_development,2014
6841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blackberry_java_development,2014
6842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blackberry_web_development,2014
6843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blender,2014
6844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blender_3d,2014
6845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blockchain,2014
6846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blockchain_security,2014
6847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blog_marketing,2014
6848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blog_writers,2014
6849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blogging,2014
6850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blogging_for_business,2014
6851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blogging_tips_+_tricks,2014
6852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blogging_to_promote_yourself,2014
6853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bluetooth_low_energy,2014
6854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bluetooth_technology,2014
6855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,board_games,2014
6856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,book_publishing,2014
6857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bootstrap,2014
6858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,born_again_christian,2014
6859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bots,2014
6860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bpm,2014
6861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brain,2014
6862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brain-computer_interface,2014
6863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brainstorming_ideas,2014
6864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brand_design,2014
6865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brand_strategy,2014
6866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branded_content,2014
6867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,branding,2014
6868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brexit,2014
6869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bring_angel_investors_and_startups_together,2014
6870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bristol,2014
6871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,british_television,2014
6872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,broadcasting_and_media_graphics,2014
6873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,browsers,2014
6874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,build_automation,2014
6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,building_a_better_world,2014
6876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,building_a_user_friendly_cms_with_umbraco,2014
6877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,building_an_online_business,2014
6878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,building_android_apps_with_appcelerator_titanium,2014
6879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,building_blackberry_apps_with_titanium,2014
6880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,building_drones,2014
6881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,building_filemaker_databases,2014
6882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,building_iphone_apps_with_appcelerator_titanium,2014
6883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,building_private_cloud_with_openstack,2014
6884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,building_robots_for_the_home,2014
6885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,building_the_sharing_economy,2014
6886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,building_your_mvp:_minimum_viable_product,2014
6887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,business,2014
6888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,business_analysis,2014
6889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,business_analysis_tools_and_techniques,2014
6890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,business_analysts,2014
6891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,business_analytics,2014
6892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,business_applications_for_sharepoint,2014
6893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,business_architecture,2014
6894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,business_brainstorming,2014
6895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,business_change,2014
6896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,business_continuity,2014
6897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,business_development,2014
6898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,business_growth,2014
6899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,business_in_cambridge_uk,2014
6900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,business_incubator,2014
6901,0.0,0.0,0.0,1.3700736145054515,0.0,3.7565319462601705,0.0,business_intelligence,2014
6902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,business_intelligence_best_practices,2014
6903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,business_intelligence_data_warehousing,2014
6904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,business_intelligence_in_cloud,2014
6905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,business_intelligence_strategy,2014
6906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,business_intelligence_tools_and_technology,2014
6907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,business_leadership,2014
6908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,business_management,2014
6909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,business_mentoring,2014
6910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,business_model_innovation,2014
6911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,business_models,2014
6912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,business_owners,2014
6913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,business_process,2014
6914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,business_process_automation,2014
6915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,business_process_improvement,2014
6916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,business_process_management,2014
6917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,business_process_management_systems,2014
6918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,business_referral_networking,2014
6919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,business_solutions,2014
6920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,business_start_up,2014
6921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,business_startup,2014
6922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,business_strategies_and_networking,2014
6923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,business_strategy,2014
6924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,business_transformation,2014
6925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,businessobjects,2014
6926,0.0,0.0,0.0,0.0,0.0,1.387154638142628,0.0,c#,2014
6927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c#.net,2014
6928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c#_/_csharp,2014
6929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c++_programming,2014
6930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c-level_tech,2014
6931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c/c++,2014
6932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c_/_c_+_+,2014
6933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c_programming_language,2014
6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c_sharp,2014
6935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c_sharp_development,2014
6936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cad/cam,2014
6937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cad_design_&_development_services,2014
6938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,calling_r_using_a_local_interface,2014
6939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_&_lighting,2014
6940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,campaigns,2014
6941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,canvas,2014
